gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Adip1	Adip2	B	B_plasma	CD14+Mo	CD16+Mo	CD4+T_act	CD4+T_naive	CD8+T_em	CD8+T_te	CD8+T_trans	DC	EC10_CMC-like	EC1_cap	EC2_cap	EC3_cap	EC5_art	EC6_ven	EC7_endocardial	EC8_ln	FB2	FB3	FB4_activated	FB5	FB6	ILC	LYVE1+IGF1+MP	LYVE1+MP_cycling	LYVE1+TIMD4+MP	MAIT-like	Mast	MoMP	NC1_glial	NC2_glial_NGF+	NK_CD16hi	NK_CD56hi	PC2_atria	PC3_str	SAN_P_cell	SMC1_basic	SMC2_art	aCM1	aCM2	aCM3	aCM4	epicardium_subepicardium	myocardium
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.483	0.526	0.015	0.058	0.0	0.007	0.213	0.197	0.103	0.145	0.091	0.0	0.173	0.137	0.0	0.24	0.11	0.15	0.239	0.923	0.475	0.452	0.161	0.523	0.244	0.0	0.004	0.008	0.006	0.235	0.025	0.028	0.292	0.419	0.0	0.039	0.204	0.15	0.394	0.2	0.215	0.198	0.21	0.215	0.15	0.335	0.264
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.483	0.526	0.015	0.058	0.0	0.007	0.213	0.197	0.103	0.145	0.091	0.0	0.173	0.137	0.0	0.24	0.11	0.15	0.239	0.923	0.475	0.452	0.161	0.523	0.244	0.0	0.004	0.008	0.006	0.235	0.025	0.028	0.292	0.419	0.0	0.039	0.204	0.15	0.394	0.2	0.215	0.198	0.21	0.215	0.15	0.335	0.264
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0C5E9FBFB	0.483	0.526	0.015	0.058	0.0	0.007	0.213	0.197	0.103	0.145	0.091	0.0	0.173	0.137	0.0	0.24	0.11	0.15	0.239	0.923	0.475	0.452	0.161	0.523	0.244	0.0	0.004	0.008	0.006	0.235	0.025	0.028	0.292	0.419	0.0	0.039	0.204	0.15	0.394	0.2	0.215	0.198	0.21	0.215	0.15	0.335	0.264
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.483	0.526	0.015	0.058	0.0	0.007	0.213	0.197	0.103	0.145	0.091	0.0	0.173	0.137	0.0	0.24	0.11	0.15	0.239	0.923	0.475	0.452	0.161	0.523	0.244	0.0	0.004	0.008	0.006	0.235	0.025	0.028	0.292	0.419	0.0	0.039	0.204	0.15	0.394	0.2	0.215	0.198	0.21	0.215	0.15	0.335	0.264
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.006	0.016	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.004	0.008	0.006	0.0	0.0	0.0	0.052	0.111	0.0	0.0	0.006	0.0	0.027	0.0	0.006	0.007	0.005	0.0	0.007	0.0	0.0
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.768	0.571	0.03	0.111	0.066	0.041	0.0	0.009	0.018	0.0	0.0	0.0	0.033	0.027	0.0	0.0	0.06	0.069	0.156	0.24	0.084	0.088	0.0	0.032	0.078	0.0	0.574	0.181	0.147	0.0	1.383	0.142	0.091	0.163	0.0	0.0	0.261	0.49	0.064	0.098	0.197	0.009	0.052	0.022	0.03	0.116	0.136
CALCR	P30988	False	CALCR_HUMAN		CPI-SS015B2F961	0.0	0.001	0.0	0.0	0.063	0.029	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.001	0.0	0.0	0.0	0.0	0.0	0.228	0.162	0.169	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS07CF0C6E7	0.0	0.001	0.0	0.0	0.063	0.029	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.001	0.0	0.0	0.0	0.0	0.0	0.228	0.162	0.169	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS00D9A2FD0	0.0	0.001	0.0	0.0	0.063	0.029	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.001	0.0	0.0	0.0	0.0	0.0	0.228	0.162	0.169	0.0	0.0	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0
VDR	P11473	False	VDR_HUMAN		CPI-CS01DAEDE79	0.006	0.002	0.0	0.058	0.0	0.342	0.0	0.0	0.0	0.0	0.0	0.297	0.014	0.0	0.0	0.0	0.0	0.007	0.008	0.011	0.026	0.03	0.0	0.0	0.0	0.0	0.011	0.063	0.064	0.0	0.0	0.02	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.0	0.005	0.014	0.041
CCR8	P51685	False	CCR8_HUMAN		CPI-SS03A875239	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR8	P51685	False	CCR8_HUMAN		CPI-SS0F8AFE595	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0D4403860	0.016	0.014	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.046	0.002	0.0	0.0	0.022	0.0	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.016	0.0	0.0	0.039	0.0	0.0	0.008	0.048	0.0	0.007	0.013	0.0	0.008	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0F60C6D89	0.016	0.014	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.046	0.002	0.0	0.0	0.022	0.0	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.016	0.0	0.0	0.039	0.0	0.0	0.008	0.048	0.0	0.007	0.013	0.0	0.008	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS004B1EBD1	0.016	0.014	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.046	0.002	0.0	0.0	0.022	0.0	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.016	0.0	0.0	0.039	0.0	0.0	0.008	0.048	0.0	0.007	0.013	0.0	0.008	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS010BB499F	0.016	0.014	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.046	0.002	0.0	0.0	0.022	0.0	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.016	0.0	0.0	0.039	0.0	0.0	0.008	0.048	0.0	0.007	0.013	0.0	0.008	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0B03ACD14	0.016	0.014	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.046	0.002	0.0	0.0	0.022	0.0	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.016	0.0	0.0	0.039	0.0	0.0	0.008	0.048	0.0	0.007	0.013	0.0	0.008	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS087BEB1C9	0.016	0.014	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.046	0.002	0.0	0.0	0.022	0.0	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.016	0.0	0.0	0.039	0.0	0.0	0.008	0.048	0.0	0.007	0.013	0.0	0.008	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0E555F91F	0.016	0.014	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.046	0.002	0.0	0.0	0.022	0.0	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.016	0.0	0.0	0.039	0.0	0.0	0.008	0.048	0.0	0.007	0.013	0.0	0.008	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0F6F1C29E	0.016	0.014	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.046	0.002	0.0	0.0	0.022	0.0	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.016	0.0	0.0	0.039	0.0	0.0	0.008	0.048	0.0	0.007	0.013	0.0	0.008	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F33890C0	0.084	0.051	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.047	0.005	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS09DAE86C9	0.084	0.051	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.047	0.005	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS07D36FFB5	0.084	0.051	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.047	0.005	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0B0AC1603	0.084	0.051	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.047	0.005	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS01FCCEBB9	0.084	0.051	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.047	0.005	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS08BFF4F9B	0.084	0.051	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.047	0.005	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0C6311D2D	0.084	0.051	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.047	0.005	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.084	0.051	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.047	0.005	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0DF6991A8	0.084	0.051	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.017	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.047	0.005	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0491EECEA	0.004	0.039	0.026	0.058	0.0	0.002	0.896	0.705	0.667	0.136	0.355	0.094	0.039	0.035	0.0	0.0	0.034	0.028	0.0	0.543	0.002	0.0	0.0	0.0	0.0	0.706	0.02	0.015	0.0	0.723	0.234	0.0	0.013	0.012	0.0	0.254	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.0	0.009	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.004	0.039	0.026	0.058	0.0	0.002	0.896	0.705	0.667	0.136	0.355	0.094	0.039	0.035	0.0	0.0	0.034	0.028	0.0	0.543	0.002	0.0	0.0	0.0	0.0	0.706	0.02	0.015	0.0	0.723	0.234	0.0	0.013	0.012	0.0	0.254	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.0	0.009	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	0.004	0.039	0.026	0.058	0.0	0.002	0.896	0.705	0.667	0.136	0.355	0.094	0.039	0.035	0.0	0.0	0.034	0.028	0.0	0.543	0.002	0.0	0.0	0.0	0.0	0.706	0.02	0.015	0.0	0.723	0.234	0.0	0.013	0.012	0.0	0.254	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.0	0.009	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS068BC31E4	0.004	0.039	0.026	0.058	0.0	0.002	0.896	0.705	0.667	0.136	0.355	0.094	0.039	0.035	0.0	0.0	0.034	0.028	0.0	0.543	0.002	0.0	0.0	0.0	0.0	0.706	0.02	0.015	0.0	0.723	0.234	0.0	0.013	0.012	0.0	0.254	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.0	0.009	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.004	0.039	0.026	0.058	0.0	0.002	0.896	0.705	0.667	0.136	0.355	0.094	0.039	0.035	0.0	0.0	0.034	0.028	0.0	0.543	0.002	0.0	0.0	0.0	0.0	0.706	0.02	0.015	0.0	0.723	0.234	0.0	0.013	0.012	0.0	0.254	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.0	0.009	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CC738ABC	0.004	0.039	0.026	0.058	0.0	0.002	0.896	0.705	0.667	0.136	0.355	0.094	0.039	0.035	0.0	0.0	0.034	0.028	0.0	0.543	0.002	0.0	0.0	0.0	0.0	0.706	0.02	0.015	0.0	0.723	0.234	0.0	0.013	0.012	0.0	0.254	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.0	0.009	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0B1B18F2D	0.004	0.039	0.026	0.058	0.0	0.002	0.896	0.705	0.667	0.136	0.355	0.094	0.039	0.035	0.0	0.0	0.034	0.028	0.0	0.543	0.002	0.0	0.0	0.0	0.0	0.706	0.02	0.015	0.0	0.723	0.234	0.0	0.013	0.012	0.0	0.254	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.0	0.009	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS02647DD07	0.0	0.014	0.015	0.515	0.061	0.264	0.199	0.167	0.216	0.023	0.12	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.044	0.003	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS093922D5A	0.0	0.014	0.015	0.515	0.061	0.264	0.199	0.167	0.216	0.023	0.12	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.044	0.003	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.0	0.014	0.015	0.515	0.061	0.264	0.199	0.167	0.216	0.023	0.12	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.044	0.003	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0C2E7931B	0.0	0.014	0.015	0.515	0.061	0.264	0.199	0.167	0.216	0.023	0.12	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.044	0.003	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS019381277	0.0	0.014	0.015	0.515	0.061	0.264	0.199	0.167	0.216	0.023	0.12	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.044	0.003	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS01CBCD4BF	0.0	0.003	0.027	0.0	0.169	0.247	0.013	0.0	0.019	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.025	0.004	0.0	0.0	0.019	0.0	0.0	0.303	0.374	0.382	0.0	0.0	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0348B76E5	0.0	0.003	0.027	0.0	0.169	0.247	0.013	0.0	0.019	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.025	0.004	0.0	0.0	0.019	0.0	0.0	0.303	0.374	0.382	0.0	0.0	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS049DF2278	0.0	0.003	0.027	0.0	0.169	0.247	0.013	0.0	0.019	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.025	0.004	0.0	0.0	0.019	0.0	0.0	0.303	0.374	0.382	0.0	0.0	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F06E4B3F	0.0	0.003	0.027	0.0	0.169	0.247	0.013	0.0	0.019	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.025	0.004	0.0	0.0	0.019	0.0	0.0	0.303	0.374	0.382	0.0	0.0	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	0.0	0.003	0.027	0.0	0.169	0.247	0.013	0.0	0.019	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.025	0.004	0.0	0.0	0.019	0.0	0.0	0.303	0.374	0.382	0.0	0.0	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0817CE2B3	0.0	0.003	0.027	0.0	0.169	0.247	0.013	0.0	0.019	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.025	0.004	0.0	0.0	0.019	0.0	0.0	0.303	0.374	0.382	0.0	0.0	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.0	0.003	0.027	0.0	0.169	0.247	0.013	0.0	0.019	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.025	0.004	0.0	0.0	0.019	0.0	0.0	0.303	0.374	0.382	0.0	0.0	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS087054090	0.0	0.003	0.027	0.0	0.169	0.247	0.013	0.0	0.019	0.0	0.0	0.531	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.025	0.004	0.0	0.0	0.019	0.0	0.0	0.303	0.374	0.382	0.0	0.0	0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HRH4	Q9H3N8	False	HRH4_HUMAN		CPI-SS04587A7C5	0.011	0.014	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.012	0.029	0.013	0.0	0.0	0.0	0.0	0.007	0.008	0.0	0.001	0.01	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.024	0.0	0.0	0.018	0.004	0.0	0.004	0.0	0.0
HRH4	Q9H3N8	False	HRH4_HUMAN		CPI-CS0B6CBE509	0.011	0.014	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.012	0.029	0.013	0.0	0.0	0.0	0.0	0.007	0.008	0.0	0.001	0.01	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.024	0.0	0.0	0.018	0.004	0.0	0.004	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS052B38F1C	0.0	0.0	0.0	0.0	0.0	0.005	0.077	0.11	0.0	0.101	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.001	0.0	0.0	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	0.0	0.0	0.0	0.0	0.0	0.005	0.077	0.11	0.0	0.101	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.001	0.0	0.0	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.038	0.079	0.022	0.0	0.0	0.021	0.015	0.009	0.017	0.0	0.051	0.0	0.127	0.04	0.0	0.0	0.04	0.176	0.273	0.028	0.11	0.061	0.0	0.167	0.099	0.0	0.005	0.026	0.019	0.0	0.022	0.0	0.0	0.072	0.0	0.0	0.056	0.0	0.042	0.0	0.06	0.082	0.1	0.043	0.078	0.103	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0ECD9BB5E	0.038	0.079	0.022	0.0	0.0	0.021	0.015	0.009	0.017	0.0	0.051	0.0	0.127	0.04	0.0	0.0	0.04	0.176	0.273	0.028	0.11	0.061	0.0	0.167	0.099	0.0	0.005	0.026	0.019	0.0	0.022	0.0	0.0	0.072	0.0	0.0	0.056	0.0	0.042	0.0	0.06	0.082	0.1	0.043	0.078	0.103	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.038	0.079	0.022	0.0	0.0	0.021	0.015	0.009	0.017	0.0	0.051	0.0	0.127	0.04	0.0	0.0	0.04	0.176	0.273	0.028	0.11	0.061	0.0	0.167	0.099	0.0	0.005	0.026	0.019	0.0	0.022	0.0	0.0	0.072	0.0	0.0	0.056	0.0	0.042	0.0	0.06	0.082	0.1	0.043	0.078	0.103	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.038	0.079	0.022	0.0	0.0	0.021	0.015	0.009	0.017	0.0	0.051	0.0	0.127	0.04	0.0	0.0	0.04	0.176	0.273	0.028	0.11	0.061	0.0	0.167	0.099	0.0	0.005	0.026	0.019	0.0	0.022	0.0	0.0	0.072	0.0	0.0	0.056	0.0	0.042	0.0	0.06	0.082	0.1	0.043	0.078	0.103	0.0
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS0605AC9BF	0.0	0.0	0.0	0.0	0.147	0.009	0.0	0.008	0.0	0.0	0.0	0.039	0.078	0.0	0.0	0.0	0.009	0.022	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.019	0.042	0.0	0.0	0.056	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS09EB0DFB1	0.0	0.0	0.0	0.0	0.147	0.009	0.0	0.008	0.0	0.0	0.0	0.039	0.078	0.0	0.0	0.0	0.009	0.022	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.019	0.042	0.0	0.0	0.056	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS09239FB26	0.0	0.013	0.429	0.0	0.0	0.006	0.069	0.204	0.0	0.032	0.013	0.026	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.011	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.162	0.0	0.02	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
