gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Astro	CC1	CC2	CC3	Endo	L2/3 IT	L4	L5 PT	L6 CT	L6 IT	L6b	Lamp5	NP	Pvalb	Sncg	Sst	Vip
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC08EE84AE8	0.021	0.0	0.076	0.004	0.0	0.0	0.218	0.0	0.0	0.001	0.006	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0DC1D35A7	0.021	0.0	0.076	0.004	0.0	0.0	0.218	0.0	0.0	0.001	0.006	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0A8308C2C	0.021	0.0	0.076	0.004	0.0	0.0	0.218	0.0	0.0	0.001	0.006	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0C4BEF4C8	0.021	0.0	0.076	0.004	0.0	0.0	0.218	0.0	0.0	0.001	0.006	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_1_5_complex	CPI-CC0EDF3084D	0.021	0.0	0.076	0.004	0.0	0.0	0.218	0.0	0.0	0.001	0.006	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC056BCA025	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC04062A92F	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC01ABAB207	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0EAD8AFBF	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC033AC2E73	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0E60351FF	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0DB5AB2C4	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0E7F3E3CE	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC08F46E2BA	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC08CAFBA94	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0D4DB34E9	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC086C2B918	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0B810B839	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0B415175C	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0FF085B8B	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC038267193	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC02346F1A9	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC093B33AB4	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC04069CB35	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0699D36D3	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC03E04AA64	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0CB231C91	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0E5CBF38E	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0D9EE71E7	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC046773FBE	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC032B985F7	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC08537FF5B	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0E8B3C37F	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0E3F34DEF	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC00605BE5F	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0567FF312	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK5	Q16478	True	GRIK5_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC015FAF28E	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC05DB41C4E	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0476711B8	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC01959C6DB	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC052F5C918	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0D02A5FE5	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0063E25BD	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0BF385067	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0E5063BA7	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0B3501BF1	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC032282108	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC02F47F87C	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC05A802EBC	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0D4DE23C7	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC00CFD9E84	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC0ACDCA68F	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_4_complex	CPI-CC01CE8AC41	0.0	0.017	0.008	0.015	0.0	0.07	0.016	0.016	0.093	0.119	0.044	0.015	0.026	0.003	0.052	0.011	0.133
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC056BCA025	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC04062A92F	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC01ABAB207	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0EAD8AFBF	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC033AC2E73	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0E60351FF	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0DB5AB2C4	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0E7F3E3CE	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC08F46E2BA	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC08CAFBA94	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0D4DB34E9	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC086C2B918	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0B810B839	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0B415175C	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC0FF085B8B	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK2	Q13002	True	GRIK2_HUMAN	Glutamate_Kainate_2_5_complex	CPI-CC038267193	0.081	0.317	0.166	0.167	0.0	0.199	0.218	0.213	0.272	0.245	0.123	0.143	0.171	0.092	0.096	0.145	0.109
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC00DB97EEF	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0535DCAC1	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC08139357E	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0B7463256	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0CA804C89	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC049F2ABCF	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0C8B25F6D	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC02AA64371	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC07424146E	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC00FD66B07	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0E019A0C0	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0160048A0	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0B6964744	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC0C33FB78E	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC00939F2D1	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_4_complex	CPI-CC02227FA06	0.0	0.017	0.002	0.015	0.0	0.0	0.0	0.016	0.093	0.119	0.044	0.0	0.026	0.003	0.0	0.011	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC02346F1A9	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC093B33AB4	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC04069CB35	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0699D36D3	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC03E04AA64	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0CB231C91	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0E5CBF38E	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0D9EE71E7	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC046773FBE	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC032B985F7	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC08537FF5B	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0E8B3C37F	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0E3F34DEF	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC00605BE5F	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC0567FF312	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIK3	Q13003	True	GRIK3_HUMAN	Glutamate_Kainate_3_5_complex	CPI-CC015FAF28E	0.0	0.165	0.002	0.219	0.0	0.0	0.0	0.047	0.272	0.161	0.123	0.0	0.171	0.084	0.0	0.145	0.02
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0638AC67E	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0456B9A93	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0859442EA	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0CE99AC11	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0AC4592F2	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC06CC71FC3	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC06FC18E3A	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC095C752D3	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC05B7F59A7	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
GRIN1	Q05586	True	NMDZ1_HUMAN	Glutamate_NMDA_1_2A_complex	CPI-CC0FE97618B	0.0	0.209	0.332	0.261	0.0	0.428	0.437	0.373	0.3	0.303	0.131	0.262	0.414	0.119	0.097	0.17	0.104
