gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	B cells Naive	CAFs MSC iCAF-like	CAFs myCAF-like	Cancer Basal SC	Cycling T-cells	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial RGS5	Luminal Progenitors	Macrophage	Mature Luminal	Monocyte	Myoepithelial	NK cells	NKT cells	PVL Differentiated	PVL Immature	Plasmablasts	T cells CD4+	T cells CD8+
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0ECC9DF3E	0.0	0.0	0.0	0.0	0.027	0.045	0.0	0.0	0.03	0.005	0.0	0.0	0.0	0.0	0.13	0.001	0.011	0.014	0.0	0.0	0.0	0.022	0.0	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0ECCB4382	0.0	0.0	0.0	0.0	0.027	0.045	0.0	0.0	0.03	0.005	0.0	0.0	0.0	0.0	0.13	0.001	0.011	0.014	0.0	0.0	0.0	0.022	0.0	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS03C7D1520	0.017	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.01	0.0	0.0	0.002	0.004	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.017	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.01	0.0	0.0	0.002	0.004	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0CE96B837	0.017	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.01	0.0	0.0	0.002	0.004	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0C2003B74	0.099	0.055	0.0	0.0	0.078	0.05	0.0	0.0	0.027	0.027	0.003	0.0	0.0	0.124	0.0	0.068	0.044	0.061	0.016	0.0	0.053	0.011	0.086	0.0	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.099	0.055	0.0	0.0	0.078	0.05	0.0	0.0	0.027	0.027	0.003	0.0	0.0	0.124	0.0	0.068	0.044	0.061	0.016	0.0	0.053	0.011	0.086	0.0	0.0
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS01BBAD475	0.099	0.055	0.0	0.0	0.078	0.05	0.0	0.0	0.027	0.027	0.003	0.0	0.0	0.124	0.0	0.068	0.044	0.061	0.016	0.0	0.053	0.011	0.086	0.0	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS09D9D6811	0.138	0.103	0.0	0.0	0.021	0.027	0.075	0.014	0.0	0.0	0.323	0.32	0.136	0.066	0.002	0.111	0.0	0.06	0.0	0.0	0.018	0.024	0.0	0.0	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.138	0.103	0.0	0.0	0.021	0.027	0.075	0.014	0.0	0.0	0.323	0.32	0.136	0.066	0.002	0.111	0.0	0.06	0.0	0.0	0.018	0.024	0.0	0.0	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F6AA700E	0.138	0.103	0.0	0.0	0.021	0.027	0.075	0.014	0.0	0.0	0.323	0.32	0.136	0.066	0.002	0.111	0.0	0.06	0.0	0.0	0.018	0.024	0.0	0.0	0.0
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS040D3C47C	0.071	0.101	0.0	0.0	0.036	0.033	0.025	0.107	0.032	0.035	0.0	0.0	0.0	0.026	0.052	0.057	0.09	0.113	0.017	0.0	0.083	0.066	0.0	0.094	0.03
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS05ABE6795	0.071	0.101	0.0	0.0	0.036	0.033	0.025	0.107	0.032	0.035	0.0	0.0	0.0	0.026	0.052	0.057	0.09	0.113	0.017	0.0	0.083	0.066	0.0	0.094	0.03
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0A39F4895	0.071	0.101	0.0	0.0	0.036	0.033	0.025	0.107	0.032	0.035	0.0	0.0	0.0	0.026	0.052	0.057	0.09	0.113	0.017	0.0	0.083	0.066	0.0	0.094	0.03
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS05F96EA59	0.0	0.0	0.0	0.0	0.009	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS092C03024	0.0	0.0	0.0	0.0	0.009	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS0E8345356	0.0	0.0	0.0	0.0	0.009	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS06FE13C35	0.0	0.0	0.0	0.0	0.009	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS0F807CD4F	0.0	0.0	0.0	0.0	0.009	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS098539E78	0.0	0.0	0.0	0.0	0.009	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS0377ED1BC	0.0	0.0	0.0	0.0	0.009	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS0D33FF37B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.016	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS086A43130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.016	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS090BF1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.016	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS04C3CEB1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.016	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS09DA5DAD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.016	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS078C6CB4F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.016	0.0	0.0	0.0
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS0E8CA54FD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.016	0.0	0.0	0.0
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0AB9AD0C3	0.007	0.0	0.0	0.0	0.01	0.011	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.001	0.0	0.134	0.0	0.0	0.0	0.0	0.149	0.11	0.0	0.0	0.0
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0F38E0E82	0.007	0.0	0.0	0.0	0.01	0.011	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.001	0.0	0.134	0.0	0.0	0.0	0.0	0.149	0.11	0.0	0.0	0.0
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS09EDD1969	0.007	0.0	0.0	0.0	0.01	0.011	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.001	0.0	0.134	0.0	0.0	0.0	0.0	0.149	0.11	0.0	0.0	0.0
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS00979A178	0.007	0.0	0.0	0.0	0.01	0.011	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.001	0.0	0.134	0.0	0.0	0.0	0.0	0.149	0.11	0.0	0.0	0.0
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS025F16589	0.007	0.0	0.0	0.0	0.01	0.011	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.001	0.0	0.134	0.0	0.0	0.0	0.0	0.149	0.11	0.0	0.0	0.0
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0EAD92BCF	0.007	0.0	0.0	0.0	0.01	0.011	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.001	0.0	0.134	0.0	0.0	0.0	0.0	0.149	0.11	0.0	0.0	0.0
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0102B6543	0.007	0.0	0.0	0.0	0.01	0.011	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.001	0.0	0.134	0.0	0.0	0.0	0.0	0.149	0.11	0.0	0.0	0.0
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS07947C107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.059	0.004	0.004	0.0	0.0	0.024	0.0	0.0	0.0	0.054	0.0	0.0	0.0
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS03367AA19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.059	0.004	0.004	0.0	0.0	0.024	0.0	0.0	0.0	0.054	0.0	0.0	0.0
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS0B66F51DF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.059	0.004	0.004	0.0	0.0	0.024	0.0	0.0	0.0	0.054	0.0	0.0	0.0
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS0CCD9D09E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.059	0.004	0.004	0.0	0.0	0.024	0.0	0.0	0.0	0.054	0.0	0.0	0.0
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS01FAF361D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.059	0.004	0.004	0.0	0.0	0.024	0.0	0.0	0.0	0.054	0.0	0.0	0.0
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS0345842F1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.059	0.004	0.004	0.0	0.0	0.024	0.0	0.0	0.0	0.054	0.0	0.0	0.0
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS05A217639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.059	0.004	0.004	0.0	0.0	0.024	0.0	0.0	0.0	0.054	0.0	0.0	0.0
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0D4E32D9D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0965866AD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS07E858C0F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0E52EA029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS03C9B1F6C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS04395827F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0749A56F0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS043102EAA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS0C2C1436F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS01A3364DC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS08E4B4F26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS08B421238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS0B9360E04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS0ED38DC11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS09918B680	0.002	0.0	0.0	0.0	0.006	0.02	0.025	0.014	0.016	0.037	0.478	0.349	0.365	0.141	0.059	0.05	0.046	0.177	0.165	0.465	0.0	0.0	0.066	0.022	0.11
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS0B163FBF9	0.002	0.0	0.0	0.0	0.006	0.02	0.025	0.014	0.016	0.037	0.478	0.349	0.365	0.141	0.059	0.05	0.046	0.177	0.165	0.465	0.0	0.0	0.066	0.022	0.11
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS05E2B5099	0.002	0.0	0.0	0.0	0.006	0.02	0.025	0.014	0.016	0.037	0.478	0.349	0.365	0.141	0.059	0.05	0.046	0.177	0.165	0.465	0.0	0.0	0.066	0.022	0.11
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS09B74556F	0.002	0.0	0.0	0.0	0.006	0.02	0.025	0.014	0.016	0.037	0.478	0.349	0.365	0.141	0.059	0.05	0.046	0.177	0.165	0.465	0.0	0.0	0.066	0.022	0.11
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS085B8BFD8	0.002	0.0	0.0	0.0	0.006	0.02	0.025	0.014	0.016	0.037	0.478	0.349	0.365	0.141	0.059	0.05	0.046	0.177	0.165	0.465	0.0	0.0	0.066	0.022	0.11
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS0E8897714	0.002	0.0	0.0	0.0	0.006	0.02	0.025	0.014	0.016	0.037	0.478	0.349	0.365	0.141	0.059	0.05	0.046	0.177	0.165	0.465	0.0	0.0	0.066	0.022	0.11
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS09C112D46	0.002	0.0	0.0	0.0	0.006	0.02	0.025	0.014	0.016	0.037	0.478	0.349	0.365	0.141	0.059	0.05	0.046	0.177	0.165	0.465	0.0	0.0	0.066	0.022	0.11
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS09342A843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS0567F5A28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS0E6D457AD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS046C11B05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS05A668606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS067A8F850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS0389CC0EC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPOR	P19235	False	EPOR_HUMAN		CPI-SS087A17AD6	0.003	0.009	0.144	0.0	0.064	0.031	0.0	0.077	0.045	0.031	0.041	0.0	0.02	0.021	0.037	0.024	0.056	0.062	0.069	0.0	0.161	0.04	0.015	0.072	0.065
ESR2	Q92731	False	ESR2_HUMAN		CPI-CS0B87D36A1	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.021	0.001	0.0	0.0	0.0	0.011	0.0	0.0	0.027	0.0	0.0	0.0	0.003
ESR2	Q92731	False	ESR2_HUMAN		CPI-CS0A04F7238	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.021	0.001	0.0	0.0	0.0	0.011	0.0	0.0	0.027	0.0	0.0	0.0	0.003
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0DAC88EFA	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.016	0.027	0.035	0.028	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.077	0.068	0.0	0.0	0.0
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0B08AEA2D	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.016	0.027	0.035	0.028	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.077	0.068	0.0	0.0	0.0
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.001	0.015	0.0	0.675	0.0	0.0	0.0	0.0	0.045	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0D26FB68C	0.015	0.002	0.0	0.0	0.0	0.022	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.002	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.004	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	0.015	0.002	0.0	0.0	0.0	0.022	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.002	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.004	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	0.015	0.002	0.0	0.0	0.0	0.022	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.002	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.004	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.015	0.002	0.0	0.0	0.0	0.022	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.002	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.004	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS09D21167E	0.015	0.002	0.0	0.0	0.0	0.022	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.002	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.004	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.015	0.002	0.0	0.0	0.0	0.022	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.002	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.004	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.053	0.063	0.0	0.0	0.51	0.468	0.0	0.039	0.094	0.015	0.242	0.174	0.21	0.076	0.018	0.265	0.054	0.417	0.04	0.0	0.194	0.089	0.051	0.009	0.012
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.053	0.063	0.0	0.0	0.51	0.468	0.0	0.039	0.094	0.015	0.242	0.174	0.21	0.076	0.018	0.265	0.054	0.417	0.04	0.0	0.194	0.089	0.051	0.009	0.012
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS05632AB58	0.053	0.063	0.0	0.0	0.51	0.468	0.0	0.039	0.094	0.015	0.242	0.174	0.21	0.076	0.018	0.265	0.054	0.417	0.04	0.0	0.194	0.089	0.051	0.009	0.012
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.003	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.022	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.003	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.022	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.003	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.022	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0CFABB69A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.003	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.022	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS05D62446A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.003	0.0	0.001	0.0	0.005	0.0	0.0	0.0	0.022	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.011	0.005	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.011	0.005	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0B7D22073	0.021	0.024	0.144	0.0	0.082	0.053	0.025	0.973	0.188	0.158	0.163	0.117	0.0	0.043	0.06	0.058	0.0	0.051	0.033	0.299	0.069	0.06	0.058	0.237	1.425
FLT3	P36888	False	FLT3_HUMAN		CPI-SS0D97E07F8	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.297	0.0	0.0	0.0	0.0	0.002	0.023	0.015	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
SCARA5	Q6ZMJ2	False	SCAR5_HUMAN		CPI-SS018AC8F36	0.0	0.0	0.0	0.0	0.351	0.108	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.043	0.011	0.0	0.0	0.0
SCARA5	Q6ZMJ2	False	SCAR5_HUMAN		CPI-SS00577086D	0.0	0.0	0.0	0.0	0.351	0.108	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.043	0.011	0.0	0.0	0.0
GALR2	O43603	False	GALR2_HUMAN		CPI-SS04BCE85CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.0	0.01	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0F7FF099C	0.007	0.012	0.0	0.0	0.039	0.021	0.0	0.0	0.0	0.008	0.047	0.066	0.092	0.03	0.125	0.009	0.009	0.01	0.0	0.0	0.107	0.062	0.015	0.007	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS076940BCD	0.007	0.012	0.0	0.0	0.039	0.021	0.0	0.0	0.0	0.008	0.047	0.066	0.092	0.03	0.125	0.009	0.009	0.01	0.0	0.0	0.107	0.062	0.015	0.007	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS0BDA0E5E0	0.005	0.004	0.0	0.0	0.032	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.029	0.0	0.0	0.0
